provincia_iso,fecha,num_casos,num_casos_prueba_pcr,num_casos_prueba_test_ac,num_casos_prueba_ag,num_casos_prueba_elisa,num_casos_prueba_desconocida
BU,2021-11-11,41,39,0,2,0,0
C,2021-11-11,45,34,0,11,0,0
CA,2021-11-11,19,15,0,4,0,0
CC,2021-11-11,14,11,0,3,0,0
CE,2021-11-11,0,0,0,0,0,0
CO,2021-11-11,48,39,0,9,0,0
CR,2021-11-11,12,10,0,2,0,0
CS,2021-11-11,72,39,0,30,0,3
CU,2021-11-11,8,5,0,3,0,0
GC,2021-11-11,80,51,0,28,0,1
GI,2021-11-11,74,28,0,29,0,17
GR,2021-11-11,19,10,0,9,0,0
GU,2021-11-11,3,3,0,0,0,0
H,2021-11-11,24,12,0,12,0,0
HU,2021-11-11,24,14,0,10,0,0
J,2021-11-11,33,21,0,12,0,0
L,2021-11-11,57,26,0,26,0,5
LE,2021-11-11,19,13,0,6,0,0
LO,2021-11-11,30,26,0,4,0,0
LU,2021-11-11,13,12,0,1,0,0
M,2021-11-11,237,140,0,97,0,0
MA,2021-11-11,91,60,0,31,0,0
ML,2021-11-11,4,3,0,1,0,0
MU,2021-11-11,75,49,0,26,0,0
NA,2021-11-11,138,96,0,42,0,0
NC,2021-11-11,4,2,0,2,0,0
O,2021-11-11,27,26,0,1,0,0
OR,2021-11-11,25,19,0,6,0,0
P,2021-11-11,13,13,0,0,0,0
PM,2021-11-11,100,70,0,30,0,0
PO,2021-11-11,77,68,0,9,0,0
S,2021-11-11,38,33,0,5,0,0
SA,2021-11-11,7,4,0,3,0,0
SE,2021-11-11,45,25,0,20,0,0
SG,2021-11-11,2,2,0,0,0,0
SO,2021-11-11,2,2,0,0,0,0
SS,2021-11-11,211,157,0,54,0,0
T,2021-11-11,70,32,0,29,0,9
TE,2021-11-11,20,12,0,8,0,0
TF,2021-11-11,69,52,0,17,0,0
TO,2021-11-11,27,20,0,7,0,0
V,2021-11-11,216,147,0,63,0,6
VA,2021-11-11,32,28,0,4,0,0
VI,2021-11-11,26,23,0,3,0,0
Z,2021-11-11,90,68,0,22,0,0
ZA,2021-11-11,2,1,0,1,0,0
A,2021-11-12,83,41,0,40,0,2
AB,2021-11-12,26,14,0,12,0,0
AL,2021-11-12,17,8,0,9,0,0
AV,2021-11-12,22,15,0,7,0,0
B,2021-11-12,377,223,0,154,0,0
BA,2021-11-12,17,14,0,3,0,0
BI,2021-11-12,137,108,0,29,0,0
BU,2021-11-12,23,21,0,2,0,0
C,2021-11-12,51,39,0,12,0,0
CA,2021-11-12,49,41,0,8,0,0
CC,2021-11-12,11,9,0,2,0,0
CE,2021-11-12,10,1,0,9,0,0
CO,2021-11-12,42,34,0,8,0,0
CR,2021-11-12,13,4,0,9,0,0
CS,2021-11-12,76,38,0,34,0,4
CU,2021-11-12,17,13,0,4,0,0
GC,2021-11-12,78,45,0,33,0,0
GI,2021-11-12,91,59,0,32,0,0
GR,2021-11-12,29,20,0,9,0,0
GU,2021-11-12,12,10,0,2,0,0
H,2021-11-12,35,15,0,20,0,0
HU,2021-11-12,15,5,0,10,0,0
J,2021-11-12,38,30,0,8,0,0
L,2021-11-12,52,28,0,24,0,0
LE,2021-11-12,19,17,0,2,0,0
LO,2021-11-12,14,8,0,6,0,0
LU,2021-11-12,18,17,0,1,0,0
M,2021-11-12,256,162,0,94,0,0
MA,2021-11-12,45,31,0,14,0,0
ML,2021-11-12,7,2,0,5,0,0
MU,2021-11-12,86,61,0,24,0,1
NA,2021-11-12,140,98,0,42,0,0
NC,2021-11-12,6,6,0,0,0,0
O,2021-11-12,45,42,0,3,0,0
OR,2021-11-12,27,21,0,6,0,0
P,2021-11-12,5,3,0,2,0,0
PM,2021-11-12,123,98,0,25,0,0
PO,2021-11-12,34,30,0,4,0,0
S,2021-11-12,35,32,0,3,0,0
SA,2021-11-12,11,6,0,5,0,0
SE,2021-11-12,48,28,0,20,0,0
SG,2021-11-12,8,8,0,0,0,0
SO,2021-11-12,2,2,0,0,0,0
SS,2021-11-12,163,122,0,41,0,0
T,2021-11-12,40,15,0,25,0,0
TE,2021-11-12,18,4,0,14,0,0
TF,2021-11-12,76,58,0,18,0,0
TO,2021-11-12,42,33,0,9,0,0
V,2021-11-12,146,77,0,54,0,15
VA,2021-11-12,35,32,0,3,0,0
VI,2021-11-12,13,10,0,3,0,0
Z,2021-11-12,55,40,0,15,0,0
ZA,2021-11-12,2,2,0,0,0,0
A,2021-11-13,193,113,0,77,0,3
AB,2021-11-13,23,10,0,13,0,0
AL,2021-11-13,31,20,0,11,0,0
AV,2021-11-13,36,23,0,13,0,0
B,2021-11-13,753,396,0,357,0,0
BA,2021-11-13,34,16,0,18,0,0
BI,2021-11-13,143,91,0,52,0,0
BU,2021-11-13,30,29,0,1,0,0
C,2021-11-13,39,28,0,11,0,0
CA,2021-11-13,36,20,0,16,0,0
CC,2021-11-13,22,18,0,4,0,0
CE,2021-11-13,7,1,0,6,0,0
CO,2021-11-13,45,34,0,11,0,0
CR,2021-11-13,23,17,0,6,0,0
CS,2021-11-13,101,41,0,58,0,2
CU,2021-11-13,11,7,0,4,0,0
GC,2021-11-13,126,72,0,54,0,0
GI,2021-11-13,169,115,0,54,0,0
GR,2021-11-13,31,20,0,11,0,0
GU,2021-11-13,18,9,0,9,0,0
H,2021-11-13,36,24,0,12,0,0
HU,2021-11-13,59,29,0,30,0,0
J,2021-11-13,33,14,0,19,0,0
L,2021-11-13,120,68,0,52,0,0
LE,2021-11-13,50,31,0,19,0,0
LO,2021-11-13,44,33,0,11,0,0
LU,2021-11-13,15,14,0,1,0,0
M,2021-11-13,645,233,0,412,0,0
MA,2021-11-13,114,67,0,47,0,0
ML,2021-11-13,6,3,0,3,0,0
MU,2021-11-13,150,102,0,48,0,0
NA,2021-11-13,202,108,0,94,0,0
NC,2021-11-13,11,7,0,4,0,0
O,2021-11-13,46,31,0,15,0,0
OR,2021-11-13,39,26,0,13,0,0
P,2021-11-13,20,20,0,0,0,0
PM,2021-11-13,222,160,0,62,0,0
PO,2021-11-13,53,49,0,4,0,0
S,2021-11-13,30,18,0,12,0,0
SA,2021-11-13,28,16,0,12,0,0
SE,2021-11-13,78,21,0,57,0,0
SG,2021-11-13,11,10,0,1,0,0
SO,2021-11-13,2,2,0,0,0,0
SS,2021-11-13,232,145,0,87,0,0
T,2021-11-13,111,51,0,60,0,0
TE,2021-11-13,25,11,0,14,0,0
TF,2021-11-13,76,39,0,37,0,0
TO,2021-11-13,61,41,0,20,0,0
V,2021-11-13,286,173,0,104,0,9
VA,2021-11-13,56,43,0,13,0,0
VI,2021-11-13,40,36,0,4,0,0
Z,2021-11-13,117,49,0,68,0,0
ZA,2021-11-13,8,8,0,0,0,0
A,2021-11-14,181,90,0,85,0,6
AB,2021-11-14,30,14,0,16,0,0
AL,2021-11-14,66,52,0,14,0,0
AV,2021-11-14,30,26,0,4,0,0
B,2021-11-14,755,467,0,276,0,12
BA,2021-11-14,18,8,0,10,0,0
BI,2021-11-14,143,80,0,63,0,0
BU,2021-11-14,43,40,0,3,0,0
C,2021-11-14,59,52,0,7,0,0
CA,2021-11-14,61,49,0,12,0,0
CC,2021-11-14,15,8,0,6,0,1
CE,2021-11-14,3,2,0,1,0,0
CO,2021-11-14,72,39,0,33,0,0
CR,2021-11-14,18,13,0,5,0,0
CS,2021-11-14,127,86,0,41,0,0
CU,2021-11-14,15,7,0,8,0,0
GC,2021-11-14,130,88,0,42,0,0
GI,2021-11-14,141,68,0,72,0,1
GR,2021-11-14,29,21,0,8,0,0
GU,2021-11-14,14,9,0,5,0,0
H,2021-11-14,30,19,0,11,0,0
HU,2021-11-14,42,18,0,24,0,0
J,2021-11-14,48,31,0,17,0,0
L,2021-11-14,68,30,0,38,0,0
LE,2021-11-14,73,50,0,23,0,0
LO,2021-11-14,39,32,0,7,0,0
LU,2021-11-14,20,18,0,2,0,0
M,2021-11-14,657,329,0,328,0,0
MA,2021-11-14,150,104,0,46,0,0
ML,2021-11-14,6,0,0,6,0,0
MU,2021-11-14,193,149,0,44,0,0
NA,2021-11-14,159,93,0,66,0,0
NC,2021-11-14,10,8,0,2,0,0
O,2021-11-14,46,40,0,6,0,0
OR,2021-11-14,55,40,0,15,0,0
P,2021-11-14,4,3,0,1,0,0
PM,2021-11-14,187,138,0,49,0,0
PO,2021-11-14,86,80,0,6,0,0
S,2021-11-14,34,23,0,11,0,0
SA,2021-11-14,38,30,0,8,0,0
SE,2021-11-14,85,37,0,48,0,0
SG,2021-11-14,11,10,0,1,0,0
SO,2021-11-14,5,5,0,0,0,0
SS,2021-11-14,314,213,0,101,0,0
T,2021-11-14,99,57,0,36,0,6
TE,2021-11-14,28,12,0,16,0,0
TF,2021-11-14,122,75,0,47,0,0
TO,2021-11-14,31,22,0,9,0,0
V,2021-11-14,298,201,0,90,0,7
VA,2021-11-14,86,72,0,14,0,0
VI,2021-11-14,33,30,0,3,0,0
Z,2021-11-14,140,73,0,67,0,0
ZA,2021-11-14,6,6,0,0,0,0
A,2021-11-15,208,111,0,95,0,2
AB,2021-11-15,44,26,0,18,0,0
AL,2021-11-15,56,44,0,12,0,0
AV,2021-11-15,39,30,0,9,0,0
B,2021-11-15,1036,536,0,325,0,175
BA,2021-11-15,42,23,0,19,0,0
BI,2021-11-15,217,131,0,86,0,0
BU,2021-11-15,43,39,0,4,0,0
C,2021-11-15,74,51,0,23,0,0
CA,2021-11-15,73,39,0,34,0,0
CC,2021-11-15,29,21,0,8,0,0
CE,2021-11-15,7,1,0,6,0,0
CO,2021-11-15,53,26,0,27,0,0
CR,2021-11-15,42,22,0,20,0,0
CS,2021-11-15,126,56,0,68,0,2
CU,2021-11-15,19,12,0,7,0,0
GC,2021-11-15,166,97,0,69,0,0
GI,2021-11-15,199,95,0,74,0,30
GR,2021-11-15,44,39,0,5,0,0
GU,2021-11-15,18,9,0,9,0,0
H,2021-11-15,79,50,0,29,0,0
HU,2021-11-15,68,37,0,31,0,0
J,2021-11-15,36,27,0,9,0,0
L,2021-11-15,113,54,0,42,0,17
LE,2021-11-15,100,83,0,17,0,0
LO,2021-11-15,35,24,0,11,0,0
LU,2021-11-15,20,17,0,3,0,0
M,2021-11-15,769,399,0,370,0,0
MA,2021-11-15,145,93,0,52,0,0
ML,2021-11-15,9,3,0,6,0,0
MU,2021-11-15,202,160,0,42,0,0
NA,2021-11-15,250,151,0,99,0,0
NC,2021-11-15,10,4,0,6,0,0
O,2021-11-15,84,69,0,15,0,0
OR,2021-11-15,74,60,0,14,0,0
P,2021-11-15,13,11,0,2,0,0
PM,2021-11-15,206,150,0,56,0,0
PO,2021-11-15,100,88,0,12,0,0
S,2021-11-15,46,33,0,13,0,0
SA,2021-11-15,43,32,0,11,0,0
SE,2021-11-15,127,46,0,81,0,0
SG,2021-11-15,11,11,0,0,0,0
SO,2021-11-15,1,1,0,0,0,0
SS,2021-11-15,401,263,0,138,0,0
T,2021-11-15,106,60,0,34,0,12
TE,2021-11-15,36,24,0,12,0,0
TF,2021-11-15,97,51,0,46,0,0
TO,2021-11-15,64,46,0,18,0,0
V,2021-11-15,348,231,0,105,0,12
VA,2021-11-15,70,63,0,7,0,0
VI,2021-11-15,48,36,0,12,0,0
Z,2021-11-15,166,109,0,57,0,0
ZA,2021-11-15,13,11,0,2,0,0
A,2021-11-16,205,102,0,98,0,5
AB,2021-11-16,64,38,0,26,0,0
AL,2021-11-16,82,71,0,11,0,0
AV,2021-11-16,66,61,0,5,0,0
B,2021-11-16,975,528,0,284,0,163
BA,2021-11-16,35,20,0,15,0,0
BI,2021-11-16,218,127,0,91,0,0
BU,2021-11-16,63,59,0,4,0,0
C,2021-11-16,62,55,0,7,0,0
CA,2021-11-16,112,93,0,19,0,0
CC,2021-11-16,24,18,0,6,0,0
CE,2021-11-16,1,0,0,1,0,0
CO,2021-11-16,69,34,0,35,0,0
CR,2021-11-16,31,25,0,6,0,0
CS,2021-11-16,151,82,0,67,0,2
CU,2021-11-16,13,8,0,5,0,0
GC,2021-11-16,139,87,0,52,0,0
GI,2021-11-16,175,91,0,68,0,16
GR,2021-11-16,31,20,0,11,0,0
GU,2021-11-16,16,9,0,7,0,0
H,2021-11-16,58,34,0,24,0,0
HU,2021-11-16,79,52,0,27,0,0
J,2021-11-16,43,30,0,13,0,0
L,2021-11-16,122,67,0,45,0,10
LE,2021-11-16,64,41,0,23,0,0
LO,2021-11-16,65,49,0,15,0,1
LU,2021-11-16,31,27,0,4,0,0
M,2021-11-16,731,395,0,336,0,0
MA,2021-11-16,159,101,0,58,0,0
ML,2021-11-16,11,6,0,5,0,0
MU,2021-11-16,248,196,0,52,0,0
NA,2021-11-16,258,131,0,127,0,0
NC,2021-11-16,17,13,0,4,0,0
O,2021-11-16,84,72,0,12,0,0
OR,2021-11-16,68,56,0,12,0,0
P,2021-11-16,17,17,0,0,0,0
PM,2021-11-16,196,150,0,46,0,0
PO,2021-11-16,83,68,0,15,0,0
S,2021-11-16,49,33,0,16,0,0
SA,2021-11-16,56,49,0,7,0,0
SE,2021-11-16,173,96,0,77,0,0
SG,2021-11-16,16,16,0,0,0,0
SO,2021-11-16,6,5,0,1,0,0
SS,2021-11-16,360,220,0,140,0,0
T,2021-11-16,114,70,0,35,0,9
TE,2021-11-16,31,18,0,13,0,0
TF,2021-11-16,134,92,0,42,0,0
TO,2021-11-16,48,35,0,13,0,0
V,2021-11-16,387,249,0,125,0,13
VA,2021-11-16,109,104,0,5,0,0
VI,2021-11-16,44,19,0,25,0,0
Z,2021-11-16,163,96,0,67,0,0
ZA,2021-11-16,18,18,0,0,0,0
A,2021-11-17,268,152,0,113,0,3
AB,2021-11-17,55,23,0,32,0,0
AL,2021-11-17,62,49,0,13,0,0
AV,2021-11-17,87,78,0,9,0,0
B,2021-11-17,825,541,0,283,0,1
BA,2021-11-17,37,20,0,17,0,0
BI,2021-11-17,232,161,0,71,0,0
BU,2021-11-17,75,72,0,3,0,0
C,2021-11-17,94,82,0,12,0,0
CA,2021-11-17,47,37,0,10,0,0
CC,2021-11-17,39,31,0,7,0,1
CE,2021-11-17,5,0,0,5,0,0
CO,2021-11-17,92,63,0,29,0,0
CR,2021-11-17,27,11,0,16,0,0
CS,2021-11-17,121,68,0,51,0,2
CU,2021-11-17,25,17,0,8,0,0
GC,2021-11-17,153,93,0,60,0,0
GI,2021-11-17,201,108,0,93,0,0
GR,2021-11-17,38,26,0,12,0,0
GU,2021-11-17,29,20,0,9,0,0
H,2021-11-17,56,32,0,24,0,0
HU,2021-11-17,77,42,0,35,0,0
J,2021-11-17,41,32,0,9,0,0
L,2021-11-17,118,68,0,50,0,0
LE,2021-11-17,118,106,0,12,0,0
LO,2021-11-17,57,46,0,10,0,1
LU,2021-11-17,35,34,0,1,0,0
M,2021-11-17,891,513,0,378,0,0
MA,2021-11-17,136,92,0,44,0,0
ML,2021-11-17,5,3,0,2,0,0
MU,2021-11-17,263,191,0,71,0,1
NA,2021-11-17,227,128,0,99,0,0
NC,2021-11-17,18,13,0,5,0,0
O,2021-11-17,117,98,0,19,0,0
OR,2021-11-17,99,76,0,23,0,0
P,2021-11-17,18,17,0,1,0,0
PM,2021-11-17,221,176,0,45,0,0
PO,2021-11-17,115,106,0,9,0,0
S,2021-11-17,65,54,0,11,0,0
SA,2021-11-17,87,63,0,24,0,0
SE,2021-11-17,148,104,0,44,0,0
SG,2021-11-17,19,18,0,1,0,0
SO,2021-11-17,3,3,0,0,0,0
SS,2021-11-17,366,227,0,139,0,0
T,2021-11-17,109,74,0,35,0,0
TE,2021-11-17,36,24,0,12,0,0
TF,2021-11-17,121,83,0,38,0,0
TO,2021-11-17,55,39,0,16,0,0
V,2021-11-17,439,274,0,150,0,15
VA,2021-11-17,112,96,0,16,0,0
VI,2021-11-17,44,27,0,17,0,0
Z,2021-11-17,203,138,0,65,0,0
ZA,2021-11-17,25,20,0,5,0,0
A,2021-11-18,170,100,0,68,0,2
AB,2021-11-18,33,22,0,11,0,0
AL,2021-11-18,60,51,0,9,0,0
AV,2021-11-18,36,34,0,2,0,0
B,2021-11-18,790,401,0,242,0,147
BA,2021-11-18,21,12,0,9,0,0
BI,2021-11-18,238,188,0,50,0,0
BU,2021-11-18,54,53,0,1,0,0
C,2021-11-18,96,84,0,12,0,0
CA,2021-11-18,73,58,0,15,0,0
CC,2021-11-18,15,13,0,2,0,0
CE,2021-11-18,9,2,0,7,0,0
CO,2021-11-18,115,76,0,39,0,0
CR,2021-11-18,24,17,0,7,0,0
CS,2021-11-18,93,52,0,40,0,1
CU,2021-11-18,27,12,0,15,0,0
GC,2021-11-18,148,101,0,46,0,1
GI,2021-11-18,161,72,0,68,0,21
GR,2021-11-18,19,16,0,3,0,0
GU,2021-11-18,8,8,0,0,0,0
H,2021-11-18,32,21,0,11,0,0
HU,2021-11-18,53,28,0,25,0,0
J,2021-11-18,28,20,0,8,0,0
L,2021-11-18,106,52,0,40,0,14
LE,2021-11-18,34,26,0,8,0,0
LO,2021-11-18,41,36,0,5,0,0
LU,2021-11-18,37,35,0,2,0,0
M,2021-11-18,329,200,0,129,0,0
MA,2021-11-18,125,89,0,36,0,0
ML,2021-11-18,1,1,0,0,0,0
MU,2021-11-18,178,150,0,28,0,0
NA,2021-11-18,246,185,0,61,0,0
NC,2021-11-18,15,11,0,4,0,0
O,2021-11-18,84,72,0,12,0,0
OR,2021-11-18,74,59,0,15,0,0
P,2021-11-18,21,19,0,2,0,0
PM,2021-11-18,133,98,0,35,0,0
PO,2021-11-18,117,107,0,10,0,0
S,2021-11-18,58,54,0,4,0,0
SA,2021-11-18,35,22,0,13,0,0
SE,2021-11-18,128,84,0,44,0,0
SG,2021-11-18,10,9,0,1,0,0
SO,2021-11-18,3,3,0,0,0,0
SS,2021-11-18,300,230,0,70,0,0
T,2021-11-18,111,65,0,36,0,10
TE,2021-11-18,21,14,0,7,0,0
TF,2021-11-18,113,81,0,32,0,0
TO,2021-11-18,55,40,0,15,0,0
V,2021-11-18,324,188,0,126,0,10
VA,2021-11-18,64,53,0,11,0,0
VI,2021-11-18,60,54,0,6,0,0
Z,2021-11-18,192,126,0,66,0,0
ZA,2021-11-18,8,4,0,4,0,0
A,2021-11-19,141,74,0,62,0,5
AB,2021-11-19,28,23,0,5,0,0
AL,2021-11-19,35,23,0,12,0,0
AV,2021-11-19,46,44,0,2,0,0
B,2021-11-19,829,446,0,256,0,127
BA,2021-11-19,33,15,0,18,0,0
BI,2021-11-19,190,122,0,68,0,0
BU,2021-11-19,54,51,0,3,0,0
C,2021-11-19,65,60,0,5,0,0
CA,2021-11-19,41,34,0,7,0,0
CC,2021-11-19,16,14,0,2,0,0
CE,2021-11-19,5,1,0,4,0,0
CO,2021-11-19,74,53,0,21,0,0
CR,2021-11-19,24,17,0,7,0,0
CS,2021-11-19,74,41,0,30,0,3
CU,2021-11-19,31,18,0,13,0,0
GC,2021-11-19,103,72,0,31,0,0
GI,2021-11-19,161,90,0,55,0,16
GR,2021-11-19,20,13,0,7,0,0
GU,2021-11-19,6,5,0,1,0,0
H,2021-11-19,22,13,0,9,0,0
HU,2021-11-19,42,8,0,34,0,0
J,2021-11-19,29,25,0,4,0,0
L,2021-11-19,121,68,0,48,0,5
LE,2021-11-19,31,21,0,10,0,0
LO,2021-11-19,24,19,0,5,0,0
LU,2021-11-19,16,14,0,2,0,0
M,2021-11-19,390,240,0,150,0,0
MA,2021-11-19,96,75,0,21,0,0
ML,2021-11-19,7,4,0,3,0,0
MU,2021-11-19,128,105,0,23,0,0
NA,2021-11-19,200,143,0,57,0,0
NC,2021-11-19,13,11,0,2,0,0
O,2021-11-19,67,62,0,5,0,0
OR,2021-11-19,81,70,0,11,0,0
P,2021-11-19,13,11,0,2,0,0
PM,2021-11-19,145,102,0,43,0,0
PO,2021-11-19,111,104,0,7,0,0
S,2021-11-19,65,52,0,13,0,0
SA,2021-11-19,23,14,0,9,0,0
SE,2021-11-19,111,85,0,26,0,0
SG,2021-11-19,13,12,0,1,0,0
SO,2021-11-19,9,7,0,2,0,0
SS,2021-11-19,275,197,0,78,0,0
T,2021-11-19,97,45,0,36,0,16
TE,2021-11-19,23,8,0,15,0,0
TF,2021-11-19,86,61,0,25,0,0
TO,2021-11-19,36,25,0,11,0,0
V,2021-11-19,205,124,0,68,0,13
VA,2021-11-19,62,52,0,10,0,0
VI,2021-11-19,30,20,0,10,0,0
Z,2021-11-19,94,66,0,28,0,0
ZA,2021-11-19,11,8,0,3,0,0
A,2021-11-20,295,141,0,143,0,11
AB,2021-11-20,71,31,0,40,0,0
AL,2021-11-20,64,40,0,24,0,0
AV,2021-11-20,53,44,0,9,0,0
B,2021-11-20,1032,538,0,494,0,0
BA,2021-11-20,34,14,0,20,0,0
BI,2021-11-20,192,117,0,75,0,0
BU,2021-11-20,28,25,0,3,0,0
C,2021-11-20,85,67,0,18,0,0
CA,2021-11-20,99,60,0,39,0,0
CC,2021-11-20,23,16,0,7,0,0
CE,2021-11-20,7,0,0,7,0,0
CO,2021-11-20,73,36,0,37,0,0
CR,2021-11-20,61,42,0,19,0,0
CS,2021-11-20,141,65,0,71,0,5
CU,2021-11-20,34,12,0,22,0,0
GC,2021-11-20,132,82,0,50,0,0
GI,2021-11-20,176,70,0,106,0,0
GR,2021-11-20,47,27,0,20,0,0
GU,2021-11-20,12,4,0,8,0,0
H,2021-11-20,57,32,0,25,0,0
HU,2021-11-20,87,50,0,37,0,0
J,2021-11-20,18,10,0,8,0,0
L,2021-11-20,111,67,0,44,0,0
LE,2021-11-20,107,70,0,37,0,0
LO,2021-11-20,62,48,0,14,0,0
LU,2021-11-20,40,33,0,7,0,0
M,2021-11-20,774,315,0,459,0,0
MA,2021-11-20,143,83,0,60,0,0
ML,2021-11-20,13,6,0,7,0,0
MU,2021-11-20,241,147,0,93,0,1
NA,2021-11-20,280,159,0,121,0,0
NC,2021-11-20,13,8,0,5,0,0
O,2021-11-20,117,102,0,15,0,0
OR,2021-11-20,80,67,0,13,0,0
P,2021-11-20,28,22,0,6,0,0
PM,2021-11-20,279,189,0,90,0,0
PO,2021-11-20,118,101,0,17,0,0
S,2021-11-20,50,35,0,15,0,0
SA,2021-11-20,50,32,0,18,0,0
SE,2021-11-20,127,47,0,80,0,0
SG,2021-11-20,21,21,0,0,0,0
SO,2021-11-20,5,5,0,0,0,0
SS,2021-11-20,465,306,0,159,0,0
T,2021-11-20,152,74,0,78,0,0
TE,2021-11-20,42,23,0,19,0,0
TF,2021-11-20,118,64,0,54,0,0
TO,2021-11-20,57,36,0,21,0,0
V,2021-11-20,476,255,0,205,0,16
VA,2021-11-20,117,99,0,18,0,0
VI,2021-11-20,100,93,0,7,0,0
Z,2021-11-20,192,106,0,86,0,0
ZA,2021-11-20,29,24,0,5,0,0
A,2021-11-21,297,152,0,141,0,4
AB,2021-11-21,61,28,0,33,0,0
AL,2021-11-21,76,58,0,18,0,0
AV,2021-11-21,43,37,0,6,0,0
B,2021-11-21,859,484,0,375,0,0
BA,2021-11-21,44,18,0,25,0,1
BI,2021-11-21,194,119,0,75,0,0
BU,2021-11-21,76,64,0,12,0,0
C,2021-11-21,100,88,0,12,0,0
CA,2021-11-21,76,60,0,16,0,0
CC,2021-11-21,12,8,0,4,0,0
CE,2021-11-21,3,0,0,3,0,0
CO,2021-11-21,72,38,0,34,0,0
CR,2021-11-21,55,37,0,18,0,0
CS,2021-11-21,183,110,0,69,0,4
CU,2021-11-21,19,9,0,10,0,0
GC,2021-11-21,171,108,0,63,0,0
GI,2021-11-21,176,95,0,81,0,0
GR,2021-11-21,28,24,0,4,0,0
GU,2021-11-21,37,28,0,9,0,0
H,2021-11-21,57,41,0,16,0,0
HU,2021-11-21,124,78,0,46,0,0
J,2021-11-21,39,31,0,8,0,0
L,2021-11-21,106,64,0,42,0,0
LE,2021-11-21,96,65,0,31,0,0
LO,2021-11-21,32,23,0,9,0,0
LU,2021-11-21,39,37,0,2,0,0
M,2021-11-21,869,449,0,420,0,0
MA,2021-11-21,119,80,0,39,0,0
ML,2021-11-21,11,3,0,8,0,0
MU,2021-11-21,258,194,0,62,0,2
NA,2021-11-21,262,132,0,130,0,0
NC,2021-11-21,22,20,0,2,0,0
O,2021-11-21,126,110,0,16,0,0
OR,2021-11-21,92,66,0,26,0,0
P,2021-11-21,10,9,0,1,0,0
PM,2021-11-21,276,214,0,62,0,0
PO,2021-11-21,133,119,0,14,0,0
S,2021-11-21,54,47,0,7,0,0
SA,2021-11-21,83,55,0,28,0,0
SE,2021-11-21,129,49,0,80,0,0
SG,2021-11-21,19,19,0,0,0,0
SO,2021-11-21,9,9,0,0,0,0
SS,2021-11-21,535,358,0,177,0,0
T,2021-11-21,128,80,0,48,0,0
TE,2021-11-21,37,17,0,20,0,0
TF,2021-11-21,111,67,0,44,0,0
TO,2021-11-21,81,54,0,27,0,0
V,2021-11-21,490,291,0,188,0,11
VA,2021-11-21,107,98,0,9,0,0
VI,2021-11-21,69,61,0,8,0,0
Z,2021-11-21,231,136,0,95,0,0
ZA,2021-11-21,14,11,0,3,0,0
A,2021-11-22,367,206,0,148,0,13
AB,2021-11-22,63,40,0,23,0,0
AL,2021-11-22,75,60,0,15,0,0
AV,2021-11-22,27,24,0,3,0,0
B,2021-11-22,1220,694,0,526,0,0
BA,2021-11-22,52,28,0,23,0,1
BI,2021-11-22,273,168,0,105,0,0
BU,2021-11-22,73,66,0,7,0,0
C,2021-11-22,120,91,0,29,0,0
CA,2021-11-22,125,78,0,47,0,0
CC,2021-11-22,21,20,0,1,0,0
CE,2021-11-22,4,0,0,4,0,0
CO,2021-11-22,90,34,0,56,0,0
CR,2021-11-22,42,32,0,10,0,0
CS,2021-11-22,156,82,0,71,0,3
CU,2021-11-22,31,22,0,9,0,0
GC,2021-11-22,168,108,0,60,0,0
GI,2021-11-22,214,104,0,110,0,0
GR,2021-11-22,49,28,0,21,0,0
GU,2021-11-22,21,15,0,6,0,0
H,2021-11-22,71,55,0,16,0,0
HU,2021-11-22,125,73,0,52,0,0
J,2021-11-22,53,42,0,11,0,0
L,2021-11-22,158,79,0,79,0,0
LE,2021-11-22,133,112,0,21,0,0
LO,2021-11-22,43,33,0,10,0,0
LU,2021-11-22,47,38,0,9,0,0
M,2021-11-22,910,468,0,442,0,0
MA,2021-11-22,184,119,0,65,0,0
ML,2021-11-22,15,5,0,10,0,0
MU,2021-11-22,309,246,0,62,0,1
NA,2021-11-22,313,152,0,161,0,0
NC,2021-11-22,26,17,0,9,0,0
O,2021-11-22,196,169,0,27,0,0
OR,2021-11-22,140,98,0,42,0,0
P,2021-11-22,30,28,0,2,0,0
PM,2021-11-22,272,188,0,84,0,0
PO,2021-11-22,189,164,0,25,0,0
S,2021-11-22,73,58,0,15,0,0
SA,2021-11-22,45,30,0,15,0,0
SE,2021-11-22,170,62,0,108,0,0
SG,2021-11-22,24,23,0,1,0,0
SO,2021-11-22,12,12,0,0,0,0
SS,2021-11-22,541,344,0,197,0,0
T,2021-11-22,141,80,0,61,0,0
TE,2021-11-22,30,14,0,16,0,0
TF,2021-11-22,149,82,0,67,0,0
TO,2021-11-22,75,49,0,26,0,0
V,2021-11-22,620,373,0,220,0,27
VA,2021-11-22,142,131,0,11,0,0
VI,2021-11-22,120,104,0,16,0,0
Z,2021-11-22,275,177,0,98,0,0
ZA,2021-11-22,30,27,0,3,0,0
A,2021-11-23,328,187,0,135,0,6
AB,2021-11-23,77,42,0,35,0,0
AL,2021-11-23,69,53,0,16,0,0
AV,2021-11-23,50,46,0,4,0,0
B,2021-11-23,1309,818,0,491,0,0
BA,2021-11-23,48,26,0,22,0,0
BI,2021-11-23,277,169,0,108,0,0
BU,2021-11-23,112,96,0,16,0,0
C,2021-11-23,141,121,0,20,0,0
